DI	UT
10.1080/01430060110078467	WOS:000175510600005
10.1080/01431160117710	WOS:000168977600004
10.1080/03949370.2011.601762	WOS:000308102600001
10.1080/0892702031000121815	WOS:000186010000007
10.1080/0892702042000270179	WOS:000225041900004
10.1080/09500830110049983	WOS:000169753000003
10.1080/09500830110062807	WOS:000170905900007
10.1080/09500830412331303131	WOS:000224195100007
10.1080/09553000802545428	WOS:000263221300001
10.1080/09602011.2011.573931	WOS:000299789100007
10.1080/10584580108222286	WOS:000167524500006
10.1080/10584580108222312	WOS:000167524500032
10.1080/10584580108222318	WOS:000167524500038
10.1080/10584580190043958	WOS:000179828300009
10.1080/10584580190044371	WOS:000179828900026
10.1080/10584580190044669	WOS:000179829400023
10.1080/13669870500064283	WOS:000230756900006
10.1080/14786430310001613200	WOS:000188454400005
10.1080/14786430410001671494	WOS:000223850000015
10.1080/15226510600846723	WOS:000240701200001
10.1080/15226510600846780	WOS:000240701200004
10.1080/1536383X.2012.655190	WOS:000304297500015
10.1080/17470919.2011.579800	WOS:000299570500006
10.1080/17588928.2011.604717	WOS:000299273900019
10.1080/713715993	WOS:000176861500036
10.1081/AL-12000671	WOS:000177342300006
10.1081/SEI-120003021	WOS:000175215400003
10.1081/SEI-200056515	WOS:000229646300004
10.1085/jgp.116.6.735	WOS:000165764200001
10.1088/0022-3727/38/17/018	WOS:000232077000020
10.1088/0022-3727/45/1/015101	WOS:000298290000006
10.1088/0029-5515/40/11/304	WOS:000165343000004
10.1088/0029-5515/41/11/315	WOS:000172339800015
10.1088/0029-5515/41/5/303	WOS:000169682800003
10.1088/0029-5515/41/8/313	WOS:000170601700013
10.1088/0029-5515/42/10/302	WOS:000179011400003
10.1088/0029-5515/42/11/306	WOS:000179669300008
10.1088/0029-5515/42/1/305	WOS:000175213800005
10.1088/0029-5515/42/4/303	WOS:000175742700005
10.1088/0029-5515/42/6/303	WOS:000176610200003
10.1088/0029-5515/42/7/303	WOS:000177712700004
10.1088/0029-5515/42/9/313	WOS:000178425500014
10.1088/0029-5515/44/2/012	WOS:000189318100012
10.1088/0029-5515/44/6/S05	WOS:000222680600006
10.1088/0029-5515/46/11/008	WOS:000242664000010
10.1088/0029-5515/47/2/004	WOS:000245179200004
10.1088/0029-5515/51/8/083023	WOS:000294729400024
10.1088/0029-5515/51/8/083028	WOS:000294729400029
10.1088/0029-5515/52/4/042004	WOS:000303671300004
10.1088/0029-5515/52/7/074014	WOS:000306104200015
10.1088/0031-8949/2009/T138/014010	WOS:000273199200011
10.1088/0031-8949/2009/T138/014014	WOS:000273199200015
10.1088/0031-8949/2009/T138/014017	WOS:000273199200018
10.1088/0031-8949/2009/T138/014030	WOS:000273199200031
10.1088/0031-8949/2011/T145/014001	WOS:000298475200002
10.1088/0031-8949/2011/T145/014004	WOS:000298475200005
10.1088/0031-8949/2011/T145/014008	WOS:000298475200009
10.1088/0031-8949/2011/T145/014028	WOS:000298475200029
10.1088/0031-8949/2011/T145/014066	WOS:000298475200067
10.1088/0031-8949/70/2-3/017	WOS:000223637900017
10.1088/0034-4885/65/10/201	WOS:000179211900001
10.1088/0034-4885/66/4/204	WOS:000182628500004
10.1088/0268-1242/17/11/103	WOS:000179545000003
10.1088/0268-1242/27/10/105008	WOS:000309111800010
10.1088/0268-1242/27/5/055012	WOS:000303758900013
10.1088/0741-3335/42/12B/322	WOS:000166145300024
10.1088/0741-3335/43/1/301	WOS:000167256000003
10.1088/0741-3335/43/4/303	WOS:000168498300005
10.1088/0741-3335/43/7/308	WOS:000170125500008
10.1088/0741-3335/44/10/311	WOS:000179206400014
10.1088/0741-3335/44/5/308	WOS:000180774600009
10.1088/0741-3335/44/6/302	WOS:000177105000003
10.1088/0741-3335/44/6/324	WOS:000177105000025
10.1088/0741-3335/44/8/319	WOS:000178020200021
10.1088/0741-3335/44/9/301	WOS:000178415900002
10.1088/0741-3335/44/9/304	WOS:000178415900005
10.1088/0741-3335/44/9/305	WOS:000178415900006
10.1088/0741-3335/44/9/307	WOS:000178415900008
10.1088/0741-3335/44/9/308	WOS:000178415900009
10.1088/0741-3335/44/9/312	WOS:000178415900013
10.1088/0741-3335/45/1/201	WOS:000180724400002
10.1088/0741-3335/45/12A/002	WOS:000188080900004
10.1088/0741-3335/45/1/304	WOS:000180724400006
10.1088/0741-3335/45/7/319	WOS:000184656800021
10.1088/0741-3335/46/5A/026	WOS:000221876300027
10.1088/0741-3335/47/10/014	WOS:000233024900015
10.1088/0741/3335/47/4/003	WOS:000228934700003
10.1088/0741-3335/51/1/015001	WOS:000261833800011
10.1088/0741-3335/51/12/124049	WOS:000271940800060
10.1088/0741-3335/53/2/024009	WOS:000286509600012
10.1088/0741-3335/54/10/105024	WOS:000309051700025
10.1088/0741-3335/54/8/082003	WOS:000306423700003
10.1088/0953-2048/16/12/051	WOS:000187796500051
10.1088/0953-2048/16/2/314	WOS:000181335600015
10.1088/0953-2048/17/7/012	WOS:000223362800014
10.1088/0953-2048/24/1/015006	WOS:000285344400007
10.1088/0953-8984/13/21/325	WOS:000169172900026
10.1088/0953-8984/13/34/322	WOS:000170857400023
10.1088/0953-8984/13/41/302	WOS:000172033800006
10.1088/0953-8984/13/50/311	WOS:000173436600015
10.1088/0953-8984/14/16/312	WOS:000175594600013
10.1088/0953-8984/14/35/304	WOS:000178555300005
10.1088/0953-8984/15/11/333	WOS:000182148100034
10.1088/0953-8984/15/17/304	WOS:000183071400008
10.1088/0953-8984/15/2/314	WOS:000180989100028
10.1088/0953-8984/15/23/201	WOS:000184012900003
10.1088/0953-8984/16/10/R02	WOS:000221311700009
10.1088/0953-8984/16/26/001	WOS:000223086300003
10.1088/0953-8984/18/26/003	WOS:000238612800006
10.1088/0953-8984/21/40/405005	WOS:000269929800007
10.1088/0953-8984/22/19/194109	WOS:000277033100012
10.1088/0953-8984/22/32/322101	WOS:000280542900002
10.1088/0953-8984/22/48/485501	WOS:000284533500007
10.1088/0953-8984/24/19/195101	WOS:000303501000003
10.1088/0953-8984/24/20/205601	WOS:000303507100010
10.1088/0953-8984/24/26/266005	WOS:000305640800020
10.1088/0953-8984/24/28/284131	WOS:000305786400033
10.1088/0953-8984/24/28/284132	WOS:000305786400034
10.1088/0953-8984/24/33/335502	WOS:000306997300009
10.1088/0953-8984/24/37/375601	WOS:000308202700017
10.1088/0954-3899/28/6/201	WOS:000176449200002
10.1088/0954-3899/29/9/317	WOS:000185628700017
10.1088/0954-3899/37/12/125002	WOS:000284583000003
10.1088/0957-0233/19/3/034012	WOS:000253546700013
10.1088/0957-4484/13/1/320	WOS:000174283400021
10.1088/0957-4484/22/7/075601	WOS:000286316000011
10.1088/0957-4484/23/12/125302	WOS:000301662400005
10.1088/0957-4484/23/14/145703	WOS:000302140500011
10.1088/1367-2630/14/1/013022	WOS:000300412600004
10.1088/1367-2630/14/1/013025	WOS:000300412700002
10.1088/1367-2630/14/8/085026	WOS:000308362800001
10.1088/1367-2630/9/9/344	WOS:000250052100004
10.1088/1741-2560/6/1/016004	WOS:000263341700006
10.1088/1742-5468/2010/01/P01017	WOS:000274266600007
10.1088/1742-5468/2010/04/P04022	WOS:000277180700007
10.1088/1742-5468/2012/02/P02001	WOS:000300904900002
10.1088/1742-6596/211/1/012026	WOS:000282910300026
10.1088/1742-6596/251/1/012003	WOS:000291982100003
10.1088/1742-6596/340/1/012089	WOS:000301288200089
10.1088/1742-6596/340/1/012094	WOS:000301288200094
10.1088/1742-6596/351/1/012009	WOS:000308218400009
10.1088/1742-6596/351/1/012026	WOS:000308218400026
10.1088/1742-6596/43/1/302	WOS:000277479400302
10.1088/1742-6596/43/1/315	WOS:000277479400315
10.1088/1748-0221/4/10/P10002	WOS:000273341100014
10.1088/1751-8113/42/48/485002	WOS:000271900400003
10.1089/rej.2008.0697	WOS:000255773200014
10.1089/rej.2009.0924	WOS:000277602200017
10.1089/rej.2009.0926	WOS:000277602200019
10.1089/rej.2011.1262	WOS:000303383600008
10.1093/aob/mcq212	WOS:000285413500003
10.1093/aob/mcs082	WOS:000306407800028
10.1093/bioinformatics/btq394	WOS:000281714100035
10.1093/brain/123.12.2531	WOS:000165978400014
10.1093/brain/124.11.2232	WOS:000172295500011
10.1093/brain/124.4.804	WOS:000168414900014
10.1093/brain/awf093	WOS:000175626900011
10.1093/brain/awf276	WOS:000179250400009
10.1093/brain/awg212	WOS:000184206700001
10.1093/brain/awr033	WOS:000290818600011
10.1093/cercor/11.4.350	WOS:000167590300007
10.1093/cercor/11.9.796	WOS:000170593600002
10.1093/cercor/12.10.1040	WOS:000178000600005
10.1093/cercor/bhh029	WOS:000221555200009
10.1093/cercor/bhm224	WOS:000259144800003
10.1093/cercor/bhr166	WOS:000302004600020
10.1093/emboj/21.9.2087	WOS:000175393700004
10.1093/hmg/ddg075	WOS:000181931000004
10.1093/hmg/dds227	WOS:000308230800008
10.1093/jexbot/53.366.103	WOS:000172864100012
10.1093/jexbot/53.369.689	WOS:000174400400013
10.1093/jxb/erf011	WOS:000176946500014
10.1093/jxb/erl003	WOS:000239901500009
10.1093/jxb/err273	WOS:000298383400025
10.1093/jxb/err334	WOS:000304836300003
10.1093/nar/gks540	WOS:000306670900102
10.1093/rpd/ncp105	WOS:000267889600004
10.1093/scan/nsq024	WOS:000280319500011
10.1093/scan/nsq104	WOS:000302810100002
10.1093/scan/nsr021	WOS:000302808200013
10.1096/fj.01-0862fje	WOS:000174755900012
10.1097/00001756-200106130-00010	WOS:000169185400006
10.1097/00001756-200604240-00005	WOS:000237529300005
10.1097/00006231-200410000-00002	WOS:000224354700002
10.1097/01.WCB.0000110531.48786.9D	WOS:000220091600007
10.1097/01.wco.0000137535.99362.a5	WOS:000223525100008
10.1097/01.wnr.0000064987.96259.5c	WOS:000182860100005
10.1097/01.wnr.0000075417.59944.00	WOS:000184057700011
10.1097/01.wnr.0000185957.65723.52	WOS:000233277700014
10.1097/01.wnr.0000186601.50996.f7	WOS:000233546200006
10.1097/CHI.0b013e3181676545	WOS:000255261000010
10.1097/CHI.0b013e318184ff16	WOS:000260444800010
10.1097/PSY.0b013e31824ef10e	WOS:000306531700003
10.1097/YPG.0b013e328353ae23	WOS:000306084500005
10.1098/rsfs.2011.0082	WOS:000308239700018
10.1098/rsif.2012.0364	WOS:000309269100010
10.1098/rsta.2008.0287	WOS:000265731600015
10.1098/rsta.2011.0310	WOS:000304350900010
10.1098/rstb.2011.0240	WOS:000303107900011
10.1099/mic.0.033449-0	WOS:000275139800021
10.1099/mic.0.27804-0	WOS:000229272100005
10.1099/mic.0.28012-0	WOS:000230798700032
10.1099/mic.0.28098-0	WOS:000232551300015
10.1103/PhysRevA.63.032713	WOS:000167321000069
10.1103/PhysRevA.65.032502	WOS:000174548500072
10.1103/PhysRevA.67.022708	WOS:000181361200065
10.1103/PhysRevA.69.022706	WOS:000189386300065
10.1103/PhysRevB.62.11118	WOS:000165058600076
10.1103/PhysRevB.62.11487	WOS:000165201900044
10.1103/PhysRevB.62.13016	WOS:000165369700074
10.1103/PhysRevB.62.16474	WOS:000166307800052
10.1103/PhysRevB.63.045203	WOS:000166750600038
10.1103/PhysRevB.63.085416	WOS:000167203500082
10.1103/PhysRevB.63.104203	WOS:000167402100034
10.1103/PhysRevB.63.125416	WOS:000167806600124
10.1103/PhysRevB.64.024203	WOS:000169835700033
10.1103/PhysRevB.64.085416	WOS:000170623000099
10.1103/PhysRevB.64.094403	WOS:000170726000055
10.1103/PhysRevB.64.100402	WOS:000170978400006
10.1103/PhysRevB.64.125314	WOS:000171244400075
10.1103/PhysRevB.64.144427	WOS:000171530000068
10.1103/PhysRevB.64.235410	WOS:000172867900126
10.1103/PhysRevB.64.245413	WOS:000173082500107
10.1103/PhysRevB.65.035417	WOS:000173448900104
10.1103/PhysRevB.65.054414	WOS:000173647000061
10.1103/PhysRevB.65.064425	WOS:000173879700065
10.1103/PhysRevB.65.165103	WOS:000175325000023
10.1103/PhysRevB.65.184207	WOS:000175758700049
10.1103/PhysRevB.65.212203	WOS:000176765700011
10.1103/PhysRevB.65.214414	WOS:000176765700072
10.1103/PhysRevB.65.220507	WOS:000176767100020
10.1103/PhysRevB.65.224201	WOS:000176767100045
10.1103/PhysRevB.65.241306	WOS:000177043100010
10.1103/PhysRevB.65.245424	WOS:000177043100110
10.1103/PhysRevB.66.014425	WOS:000177284900091
10.1103/PhysRevB.66.014445	WOS:000177284900111
10.1103/PhysRevB.66.024416	WOS:000177338400074
10.1103/PhysRevB.66.041407	WOS:000177426400024
10.1103/PhysRevB.66.0453XX	WOS:000177426400056
10.1103/PhysRevB.66.054511	WOS:000177873000117
10.1103/PhysRevB.66.060105	WOS:000177911700005
10.1103/PhysRevB.66.073414	WOS:000177969800040
10.1103/PhysRevB.66.075113	WOS:000177969800057
10.1103/PhysRevB.66.115301	WOS:000178461000047
10.1103/PhysRevB.66.155117	WOS:000179080800056
10.1103/PhysRevB.66.155413	WOS:000179080800132
10.1103/PhysRevB.66.184406	WOS:000179633100042
10.1103/PhysRevB.66.214207	WOS:000180318800050
10.1103/PhysRevB.66.235406	WOS:000180279400097
10.1103/PhysRevB.66.235407	WOS:000180279400098
10.1103/PhysRevB.67.035425	WOS:000180943800117
10.1103/PhysRevB.67.054107	WOS:000181360300029
10.1103/PhysRevB.67.094203	WOS:000182019300051
10.1103/PhysRevB.67.165327	WOS:000182824200072
10.1103/PhysRevB.68.134210	WOS:000186422400048
10.1103/PhysRevB.68.155420	WOS:000186422600114
10.1103/PhysRevB.69.085317	WOS:000220185100067
10.1103/PhysRevB.70.035404	WOS:000222996700092
10.1103/PhysRevB.75.064404	WOS:000244533000041
10.1103/PhysRevB.78.144422	WOS:000260574300063
10.1103/PhysRevB.83.165444	WOS:000290115600009
10.1103/PhysRevB.85.014402	WOS:000298861900001
10.1103/PhysRevB.85.014516	WOS:000299423200007
10.1103/PhysRevB.85.024204	WOS:000299116400006
10.1103/PhysRevB.85.024413	WOS:000299116400010
10.1103/PhysRevB.85.064503	WOS:000299896400003
10.1103/PhysRevB.85.094504	WOS:000301106300008
10.1103/PhysRevB.85.224437	WOS:000305783500005
10.1103/PhysRevB.86.045417	WOS:000306313700002
10.1103/PhysRevB.86.075150	WOS:000308004600002
10.1103/PhysRevB.86.075153	WOS:000308127000001
10.1103/PhysRevB.86.081415	WOS:000308210000003
10.1103/PhysRevB.86.085439	WOS:000307724800005
10.1103/PhysRevB.86.094108	WOS:000308689400001
10.1103/PhysRevB.86.094436	WOS:000309267800005
10.1103/PhysRevB.86.125444	WOS:000309239000006
10.1103/PhysRevC.62.054006	WOS:000165369400014
10.1103/PhysRevC.63.035204	WOS:000167475000064
10.1103/PhysRevC.63.044002	WOS:000168059900004
10.1103/PhysRevC.63.045201	WOS:000168059900060
10.1103/PhysRevC.64.024006	WOS:000170436300013
10.1103/PhysRevC.64.024601	WOS:000170436300030
10.1103/PhysRevC.65.014603	WOS:000173308000023
10.1103/PhysRevC.65.034001	WOS:000174548200012
10.1103/PhysRevC.65.044001	WOS:000175186200014
10.1103/PhysRevC.65.044007	WOS:000175186200020
10.1103/PhysRevC.65.064602	WOS:000176769200047
10.1103/PhysRevC.65.067002	WOS:000176769200078
10.1103/PhysRevC.66.044006	WOS:000179103500014
10.1103/PhysRevC.66.054002	WOS:000179760200010
10.1103/PhysRevC.66.054005	WOS:000179760200013
10.1103/PhysRevC.66.055214	WOS:000179760200055
10.1103/PhysRevC.66.064001	WOS:000180279900009
10.1103/PhysRevC.67.044003	WOS:000182727600016
10.1103/PhysRevC.68.014001	WOS:000184616100004
10.1103/PhysRevC.68.021603	WOS:000185193000005
10.1103/PhysRevC.68.024603	WOS:000185193000034
10.1103/PhysRevC.68.035203	WOS:000186510900076
10.1103/PhysRevC.68.054003	WOS:000187578300007
10.1103/PhysRevC.79.015208	WOS:000262979900061
10.1103/PhysRevC.79.044002	WOS:000266634300004
10.1103/PhysRevC.80.045202	WOS:000271352900075
10.1103/PhysRevC.80.054604	WOS:000272313000040
10.1103/PhysRevC.82.034605	WOS:000281844700002
10.1103/PhysRevD.63.114009	WOS:000169031600035
10.1103/PhysRevD.68.036003	WOS:000185193600076
10.1103/PhysRevD.68.055004	WOS:000185720000062
10.1103/PhysRevD.84.091503	WOS:000297416100001
10.1103/PhysRevD.85.074013	WOS:000302626700003
10.1103/PhysRevE.62.6071	WOS:000165341700033
10.1103/PhysRevE.62.8064	WOS:000165879400076
10.1103/PhysRevE.63.021406	WOS:000167022300044
10.1103/PhysRevE.63.056110	WOS:000168730800019
10.1103/PhysRevE.63.061503	WOS:000169285000050
10.1103/PhysRevE.64.022401	WOS:000170492800088
10.1103/PhysRevE.64.046120	WOS:000171649100031
10.1103/PhysRevE.64.052401	WOS:000172406900111
10.1103/PhysRevE.64.055206	WOS:000172407100008
10.1103/PhysRevE.64.061801	WOS:000172726300043
10.1103/PhysRevE.65.016412	WOS:000173407500077
10.1103/PhysRevE.65.021301	WOS:000174038000019
10.1103/PhysRevE.65.036402	WOS:000174549000020
10.1103/PhysRevE.65.041402	WOS:000175146400027
10.1103/PhysRevE.65.051803	WOS:000176552300075
10.1103/PhysRevE.65.060201	WOS:000176762500003
10.1103/PhysRevE.65.060801	WOS:000176762500006
10.1103/PhysRevE.65.061505	WOS:000176762500041
10.1103/PhysRevE.65.061802	WOS:000176762500062
10.1103/PhysRevE.65.066411	WOS:000176762900070
10.1103/PhysRevE.66.021802	WOS:000177971100065
10.1103/PhysRevE.66.036408	WOS:000178624400022
10.1103/PhysRevE.66.036702	WOS:000178624400047
10.1103/PhysRevE.66.041504	WOS:000179176100048
10.1103/PhysRevE.66.041805	WOS:000179176100065
10.1103/PhysRevE.66.051103	WOS:000179630800011
10.1103/PhysRevE.66.051804	WOS:000179630800061
10.1103/PhysRevE.67.051902	WOS:000183482200055
10.1103/PhysRevE.67.066705	WOS:000184085000093
10.1103/PhysRevE.67.066706	WOS:000184085000094
10.1103/PhysRevE.69.051909	WOS:000221813100053
10.1103/PhysRevE.76.066209	WOS:000251985800019
10.1103/PhysRevE.81.041910	WOS:000277265700094
10.1103/PhysRevE.85.031137	WOS:000301849600004
10.1103/PhysRevE.85.031917	WOS:000302117900007
10.1103/PhysRevE.85.041408	WOS:000305899700002
10.1103/PhysRevE.85.046412	WOS:000303191800002
10.1103/PhysRevLett.102.220801	WOS:000266685400005
10.1103/PhysRevLett.103.096101	WOS:000269718500042
10.1103/PhysRevLett.103.125001	WOS:000270139000030
10.1103/PhysRevLett.103.228501	WOS:000272182000052
10.1103/PhysRevLett.104.036102	WOS:000274003100029
10.1103/PhysRevLett.104.057201	WOS:000274336800045
10.1103/PhysRevLett.105.066601	WOS:000280580100008
10.1103/PhysRevLett.108.028104	WOS:000298991400030
10.1103/PhysRevLett.108.037206	WOS:000299821100008
10.1103/PhysRevLett.108.037802	WOS:000299328500025
10.1103/PhysRevLett.108.077201	WOS:000300246000022
10.1103/PhysRevLett.108.116101	WOS:000301345000014
10.1103/PhysRevLett.108.187601	WOS:000303384400013
10.1103/PhysRevLett.108.207202	WOS:000304063700016
10.1103/PhysRevLett.109.016405	WOS:000306323900011
10.1103/PhysRevLett.109.076102	WOS:000307709400030
10.1103/PhysRevLett.109.098305	WOS:000308134400018
10.1103/PhysRevLett.109.107002	WOS:000308458900017
10.1103/PhysRevLett.109.146401	WOS:000309352300005
10.1103/PhysRevLett.85.4715	WOS:000165556600018
10.1103/PhysRevLett.85.5669	WOS:000166132500049
10.1103/PhysRevLett.86.1106	WOS:000166781000041
10.1103/PhysRevLett.86.2146	WOS:000167259900059
10.1103/PhysRevLett.86.2846	WOS:000167693000037
10.1103/PhysRevLett.86.3666	WOS:000168109800052
10.1103/PhysRevLett.86.4132	WOS:000168525900052
10.1103/PhysRevLett.86.4787	WOS:000168861800017
10.1103/PhysRevLett.86.5108	WOS:000169013600033
10.1103/PhysRevLett.86.5196	WOS:000169013600055
10.1103/PhysRevLett.87.022301	WOS:000169823100008
10.1103/PhysRevLett.87.042701	WOS:000170060700009
10.1103/PhysRevLett.87.045504	WOS:000170060700028
10.1103/PhysRevLett.87.120404	WOS:000171122700004
10.1103/PhysRevLett.87.157202	WOS:000171479600037
10.1103/PhysRevLett.87.239701	WOS:000172545400049
10.1103/PhysRevLett.88.016102	WOS:000173124800047
10.1103/PhysRevLett.88.046101	WOS:000173907500048
10.1103/PhysRevLett.88.055505	WOS:000173687500039
10.1103/PhysRevLett.88.058301	WOS:000173687500079
10.1103/PhysRevLett.88.075508	WOS:000174021100045
10.1103/PhysRevLett.88.076102	WOS:000174021100048
10.1103/PhysRevLett.88.105001	WOS:000174342000033
10.1103/PhysRevLett.88.149601	WOS:000174632600045
10.1103/PhysRevLett.88.167205	WOS:000174905400042
10.1103/PhysRevLett.88.226102	WOS:000175709100024
10.1103/PhysRevLett.89.018303	WOS:000176285700053
10.1103/PhysRevLett.89.028101	WOS:000176420900033
10.1103/PhysRevLett.89.035702	WOS:000176599500025
10.1103/PhysRevLett.89.096401	WOS:000177529000042
10.1103/PhysRevLett.89.167203	WOS:000178384300043
10.1103/PhysRevLett.89.208302	WOS:000178938500054
10.1103/PhysRevLett.89.213401	WOS:000179068000014
10.1103/PhysRevLett.89.229401	WOS:000179205100056
10.1103/PhysRevLett.89.233401	WOS:000179362700018
10.1103/PhysRevLett.89.236101	WOS:000179362700033
10.1103/PhysRevLett.89.237205	WOS:000179362700050
10.1103/PhysRevLett.89.238302	WOS:000179362700058
10.1103/PhysRevLett.89.245701	WOS:000179484700027
10.1103/PhysRevLett.90.105901	WOS:000181597500028
10.1103/PhysRevLett.91.095001	WOS:000185235000029
10.1103/PhysRevLett.91.106101	WOS:000185485700028
10.1103/PhysRevLett.91.172304	WOS:000186138300010
10.1103/PhysRevLett.92.125502	WOS:000220524600031
10.1103/PhysRevLett.92.215001	WOS:000221713300022
10.1103/PhysRevLett.95.124301	WOS:000231908200026
10.1103/PhysRevLett.97.085003	WOS:000240043800032
10.1103/PhysRevLett.98.039101	WOS:000243587200076
10.1103/PhysRevSTAB.6.124001	WOS:000187838600004
10.1104/pp.109.141044	WOS:000270389500028
10.1104/pp.112.201137	WOS:000307236700034
10.1104/pp.126.3.1323	WOS:000169884200045
10.1105/tpc.111.090324	WOS:000299677700008
10.1105/tpc.111.094292	WOS:000300881800005
10.1107/S0021889801019811	WOS:000173441000024
10.1107/S0021889802008440	WOS:000176901700009
10.1107/S0021889803000578	WOS:000182284400025
10.1107/S0021889809017919	WOS:000268068000016
10.1107/S0021889812002324	WOS:000302808300012
10.1107/S0907444902020784	WOS:000180641900020
10.1107/S0907444902020796	WOS:000180641900019
10.1107/S0907444909042838	WOS:000273758800005
10.1107/S0907444912008372	WOS:000305003700009
10.1107/S0909049502000948	WOS:000174228300003
10.1109/10.930910	WOS:000169587100012
10.1109/16.925221	WOS:000169044500001
10.1109/16.974764	WOS:000173338000026
10.1109/23.901176	WOS:000166992400002
10.1109/23.940111	WOS:000170576200056
10.1109/23.940136	WOS:000170576300002
10.1109/23.958733	WOS:000171660300031
10.1109/55.974794	WOS:000173259800002
10.1109/7260.959311	WOS:000171662000003
10.1109/77.919389	WOS:000168285400108
10.1109/77.919411	WOS:000168285400130
10.1109/77.919434	WOS:000168285400153
10.1109/77.919487	WOS:000168285400206
10.1109/77.919501	WOS:000168285400220
10.1109/77.919551	WOS:000168285400268
10.1109/77.919556	WOS:000168285400273
10.1109/77.919563	WOS:000168285400280
10.1109/77.919583	WOS:000168285400300
10.1109/77.919598	WOS:000168285400315
10.1109/77.919604	WOS:000168285400321
10.1109/77.919609	WOS:000168285400326
10.1109/77.919648	WOS:000168285900033
10.1109/77.919884	WOS:000168285900268
10.1109/JPROC.2012.2188771	WOS:000309840600008
10.1109/JSEN.2010.2076324	WOS:000297837600003
10.1109/JSTARS.2009.2034613	WOS:000273784400007
10.1109/LED.2002.801336	WOS:000177207300014
10.1109/LED.2012.2184735	WOS:000302232900018
10.1109/LPT.2003.809264	WOS:000181868900012
10.1109/MSP.2011.943214	WOS:000298295900005
10.1109/TASC.2003.812214	WOS:000184242400209
10.1109/TASC.2003.813688	WOS:000184241700035
10.1109/TASC.2003.813720	WOS:000184241700062
10.1109/TASC.2003.813854	WOS:000184241700072
10.1109/TASC.2003.814060	WOS:000184241700188
10.1109/TASC.2009.2018739	WOS:000268282000155
10.1109/TASC.2009.2018771	WOS:000268282000083
10.1109/TASC.2009.2039399	WOS:000276098400005
10.1109/TASC.2011.2179543	WOS:000302730700004
10.1109/TED.2002.801430	WOS:000177114700026
10.1109/TMI.2011.2109732	WOS:000287862300029
10.1109/TMTT.2002.806931	WOS:000180296200020
10.1109/TNS.2002.801541	WOS:000178951100072
10.1109/TNS.2002.998661	WOS:000175427400014
10.1109/TNS.2003.817409	WOS:000185922200019
10.1109/TPS.2002.1003926	WOS:000175845900032
10.1110/ps.051563605	WOS:000232233400001
10.1111/j.1151-2916.2002.tb00451.x	WOS:000177957700027
10.1111/j.1151-2916.2003.tb03574.x	WOS:000186515700007
10.1111/j.1365-3040.2009.02062.x	WOS:000272661000009
10.1111/j.1365-3040.2009.02079.x	WOS:000273551100010
10.1111/j.1365-3040.2010.02201.x	WOS:000284166500001
10.1111/j.1365-3091.2007.00868.x	WOS:000248911100011
10.1111/j.1365-313X.2012.05021.x	WOS:000307169600012
10.1111/j.1445-5994.2009.01946.x	WOS:000267702200012
10.1111/j.1468-1331.2010.03168.x	WOS:000286225400019
10.1111/j.1469-8137.2011.03952.x	WOS:000298300800009
10.1111/j.1469-8137.2011.03979.x	WOS:000300719400010
10.1111/j.1469-8137.2012.04075.x	WOS:000302618300026
10.1111/j.1476-5381.2010.00638.x	WOS:000275873700009
10.1111/j.1551-2916.2004.00746.x	WOS:000220981700042
10.1111/j.1574-6968.2001.tb10795.x	WOS:000170491900024
10.1111/j.1742-4658.2008.06857.x	WOS:000262666900022
10.1111/j.1742-4658.2012.08732.x	WOS:000308928900016
10.1111/j.1745-6584.2007.00419.x	WOS:000253812000005
10.1111/j.1747-5457.2001.tb00676.x	WOS:000170660300003
10.1111/j.1747-5457.2005.tb00071.x	WOS:000226973300005
10.1111/j.1747-5457.2005.tb00077.x	WOS:000229086800003
10.1111/j.1751-7915.2011.00310.x	WOS:000298098300012
10.1111/j.2044-8295.2011.02050.x	WOS:000298917800011
10.1115/1.1782925	WOS:000237844500007
10.1115/1.2137769	WOS:000235862400020
10.1115/1.2393301	WOS:000244772200002
10.1115/1.3009267	WOS:000269548900016
10.1116/1.1355761	WOS:000168922300037
10.1116/1.1450585	WOS:000174711100031
10.1116/1.1771680	WOS:000223925300067
10.1116/1.2101793	WOS:000233395800007
10.1116/1.3106627	WOS:000265739100016
10.1121/1.1941090	WOS:000231210500041
10.1122/1.4728335	WOS:000306761300008
10.1126/science.1057103	WOS:000166860100042
10.1126/science.1063415	WOS:000172647700054
10.1126/science.1152800	WOS:000257888900031
10.1126/science.1214203	WOS:000302995400051
10.1126/science.1221366	WOS:000302062600030
10.1126/science.294.5549.2095	WOS:000172647700025
10.1127/0941-2948/2005/0053	WOS:000233148300007
10.1127/1432-8364/2011/0085	WOS:000294740800005
10.1128/AAC.44.12.3337-3343.2000	WOS:000167156500015
10.1128/AEM.00582-12	WOS:000306098600033
10.1128/AEM.01166-12	WOS:000308749300024
10.1128/AEM.02040-09	WOS:000274017400027
10.1128/AEM.07790-11	WOS:000302807500034
10.1128/AEM.68.5.2246-2250.2002	WOS:000175407300019
10.1128/AEM.68.7.3321-3327.2002	WOS:000176631600018
10.1128/AEM.72.2.1688-1691.2006	WOS:000235353100092
10.1128/JB.00121-07	WOS:000248019700004
10.1128/JB.183.18.5248-5256.2001	WOS:000170727300005
10.1128/JB.183.18.5317-5324.2001	WOS:000170727300014
